ds,1,2,3,4,5,6,7,8
2020-11-06,72660,73222,41119,61496,31741,78,38031,0
2020-11-07,48104,51401,37046,44734,20900,75,11794,0
2020-11-08,54926,60672,43086,59355,23753,90,12314,0
2020-11-09,87406,81981,46909,78384,38205,89,44666,0
2020-11-10,90001,84691,46013,75652,39723,85,46434,0
2020-11-11,90048,82384,43619,74827,39050,81,45521,0
2020-11-12,88012,82660,44297,71622,39042,77,45800,0
2020-11-13,75860,72577,39611,58946,33660,72,39805,0
2020-11-14,49815,53061,35308,42955,21575,71,11713,0
2020-11-15,58540,57280,41582,58647,25472,84,12787,0
2020-11-16,91443,85664,46731,80476,39839,89,46359,0
2020-11-17,94965,86665,46927,79657,42045,83,47416,0
2020-11-18,95449,89255,46818,79260,42927,82,47735,0
2020-11-19,94543,91148,46072,76713,43064,80,47062,0
2020-11-20,79292,77047,41240,60733,35808,76,39365,0
2020-11-21,51731,54345,35493,44086,23018,72,11783,0
2020-11-22,59932,62650,42492,60042,26369,85,12723,0
2020-11-23,93508,84474,48915,79687,42042,89,47019,0
2020-11-24,96839,87780,49507,79575,43267,87,51478,0
2020-11-25,96164,87428,47126,75177,42805,87,50381,0
2020-11-26,92494,91927,45885,69921,42131,79,49652,0
2020-11-27,77005,76455,39575,55130,34841,74,42079,0
2020-11-28,50893,63003,36417,41735,22529,72,12863,0
2020-11-29,57723,59135,41395,53302,25836,88,13707,0
2020-11-30,92595,83393,49563,75621,42391,88,50102,0
2020-12-01,96764,92050,60782,80088,52777,100,53321,0
2020-12-02,98990,91968,59662,81241,52814,95,52591,0
2020-12-03,96630,96417,57575,76479,52703,97,52652,0
2020-12-04,81676,82893,52903,60189,45271,86,44625,0
2020-12-05,55401,58304,45922,46726,30812,83,13579,0
2020-12-06,64348,63292,53187,64486,35205,103,14350,0
2020-12-07,97143,94508,61755,82230,54740,100,51991,0
2020-12-08,99678,98980,62117,83854,57395,101,55078,0
2020-12-09,100971,98511,61327,82227,57791,94,55487,0
2020-12-10,96613,95046,56691,78285,54528,89,54718,0
2020-12-11,79650,79895,41302,59580,37622,72,45439,0
2020-12-12,54549,59028,36326,45334,25328,70,14411,0
2020-12-13,62920,60118,41055,61068,30523,82,15244,0
2020-12-14,94557,87966,46815,78354,45588,84,52799,0
2020-12-15,96210,90504,46139,76289,46747,79,55439,0
2020-12-16,96937,87180,44703,71902,45075,79,53573,0
2020-12-17,95310,85993,43356,67994,44242,79,52419,0
2020-12-18,78615,72343,38785,53605,37401,70,44434,0
2020-12-19,53699,51709,34565,40691,25594,68,13941,0
2020-12-20,62301,57272,40074,51819,29302,79,14774,0
2020-12-21,91113,74950,43531,63033,42625,77,49983,0
2020-12-22,91976,75363,43087,57587,42864,73,52288,0
2020-12-23,88047,73626,41185,55393,40807,70,51038,0
2020-12-24,81634,67902,38824,50823,37617,66,49293,0
2020-12-25,64855,59509,33476,39967,30612,60,41736,0
2020-12-26,40846,43527,28360,29029,18293,56,16266,0
2020-12-27,41501,42522,30598,32678,17900,65,13253,0
2020-12-28,56983,55679,33479,44723,26128,63,45114,0
2020-12-29,46099,54163,30587,34405,20535,56,42644,0
2020-12-30,31406,38964,22878,19052,13191,46,30156,0
2020-12-31,12969,24515,14119,3280,4717,33,8424,0
